0,45812;0,89600
0,45161;0,88250
0,45052;0,89400
0,44991;0,88800
0,44931;0,88200
0,44870;0,88100
0,44845;0,89400
0,44764;0,89150
0,44675;0,88150
0,44595;0,88200
0,44546;0,88800
0,44449;0,88800
0,44287;0,87850
0,44288;0,88900
0,44136;0,88550
0,44022;0,88500
0,43848;0,87850
0,43851;0,88250
0,43767;0,88900
0,43681;0,88800
0,43572;0,88950
0,43366;0,88250
0,43249;0,88650
0,43159;0,88800
0,43109;0,88850
0,43068;0,84900
0,42643;0,77900
0,42823;0,78700
0,42550;0,79500
0,42305;0,78400
0,42140;0,78250
0,42407;0,78850
0,42150;0,79050
0,41911;0,75500
0,41809;0,74100
0,41818;0,72050
0,41714;0,72850
0,41457;0,70500
0,41563;0,71600
0,41403;0,71550
0,41232;0,70950
0,40984;0,62250
0,41141;0,59600
0,41028;0,57250
0,40946;0,54950
0,40877;0,56750
0,40658;0,57000
0,40566;0,54750
0,40535;0,55500
0,13625;0,15500
0,11012;0,13600
0,09089;0,11450
0,07715;0,09000
0,08003;0,09650
0,07203;0,09150
0,07028;0,08000
0,07487;0,08950
0,05869;0,07150
0,06442;0,08200
0,07246;0,09600
0,06284;0,07700
0,06134;0,07600
0,06206;0,07750
0,05513;0,06900
0,05215;0,06500
0,04642;0,05650
0,06155;0,08000
0,06609;0,08550
0,06314;0,07300
0,05846;0,07200
0,06371;0,08100
0,05546;0,07200
0,05462;0,06750
0,04354;0,05250
0,05938;0,07500
0,05168;0,06750
0,05720;0,06800
0,04882;0,06300
0,05583;0,06900
0,05336;0,06600
0,05027;0,06350
0,05993;0,07200
0,04526;0,05450
0,04988;0,06350
0,06218;0,07950
0,04970;0,06150
0,05379;0,06800
0,05782;0,07350
0,05172;0,06200
0,04660;0,05800
0,03890;0,04850
0,05104;0,06250
0,05231;0,06450
0,05776;0,06900
0,05063;0,06250
0,05684;0,07050
0,04467;0,05600
0,04294;0,05550
0,03621;0,04650
0,04760;0,05800
0,03886;0,04800
0,04336;0,05150
0,03760;0,04600
0,04171;0,05150
0,03939;0,04850
0,03770;0,04850
0,04593;0,05650
0,03434;0,04050
0,03943;0,05000
0,04848;0,06100
0,04107;0,05050
0,04573;0,05900
0,04341;0,05200
0,04228;0,05300
0,03922;0,04950
0,03245;0,04000
0,04334;0,05200
0,04423;0,05800
0,05038;0,05850
0,04309;0,05400
0,04638;0,06000
0,03666;0,04550
0,03797;0,04850
0,03035;0,03800
0,04532;0,05550
0,04029;0,04950
0,04316;0,05050
0,03613;0,04500
0,03946;0,04900
0,03890;0,04600
0,03659;0,04650
0,04493;0,05500
0,03283;0,03900
0,03858;0,04950
0,04686;0,06050
0,03991;0,05000
0,04375;0,05600
0,04196;0,05100
0,04162;0,05200
0,03856;0,04850
0,03182;0,03900
0,04278;0,05100
0,04277;0,05600
0,04951;0,05950
0,04190;0,05250
0,04527;0,05900
0,03498;0,04500
0,03716;0,04650
0,02946;0,03600
